revenue	emission	employee_count	sector	country
2676.954980614416	30500641.978176042	1117	energy	CountryB
2265.9944505543767	39425562.595018856	1297	energy	CountryC
691.6789192116755	16207369.1372051	50	energy	CountryB
28.425017603928154	25002532.047587678	8	energy	CountryB
1105.8990903454019	26395205.970297642	361	energy	CountryA
1850.9905919546418	26532946.692090124	588	energy	CountryA
3983.0199415228067	27155088.557924103	946	energy	CountryA
2203.355127934662	56600145.48406398	598	energy	CountryA
1171.83559920454	10888486.832206486	448	energy	CountryB
2772.8229573847434	43513194.611094184	835	energy	CountryA
2252.404945962188	20069766.1465128	359	energy	CountryB
919.560017459183	27010366.980135933	274	energy	CountryB
4406.793144857156	56759201.46291158	1291	energy	CountryB
4092.930105263992	31763521.51584382	1208	energy	CountryB
2251.600320073011	31982667.014416147	1428	energy	CountryC
3235.875942838438	40761889.06319476	1457	energy	CountryA
7650.217370728324	61581464.48416743	3184	energy	CountryA
4044.3688613612944	72000413.81649649	171	energy	CountryA
6874.3445536272775	42133608.44815682	1990	energy	CountryB
2884.8957292449086	41882177.34419213	1604	energy	CountryB
4893.230925817343	40402547.41655201	2521	energy	CountryA
1696.1707165007738	41757509.04164608	448	energy	CountryB
9729.39522887585	79202590.47901507	3282	energy	CountryC
4086.2697991527657	24219713.835971273	916	energy	CountryB
5911.712929197671	74550335.27601212	1927	energy	CountryB
3540.7252153426975	37462794.75042884	366	energy	CountryB
5677.898309105097	98317964.54074517	4686	energy	CountryB
9992.778780299617	57856885.2521497	2423	energy	CountryA
1895.1375268989268	24788640.61809015	276	energy	CountryA
4256.558018255942	41104985.46982485	2567	energy	CountryB
3222.6298176922246	26580432.783392582	768	energy	CountryB
4169.750614890297	27478380.052984655	1655	energy	CountryB
1414.7143627178477	23484849.34222465	206	energy	CountryB
3700.5940307945302	43685452.6220227	853	energy	CountryB
1637.287385673516	18874250.279163767	520	energy	CountryA
2873.7734152232383	49353767.21939735	1418	energy	CountryB
1847.4025286977612	40038746.59107385	333	energy	CountryB
4855.92642516924	37166047.14679192	4588	energy	CountryB
3970.7859915307936	53698414.70133545	1060	energy	CountryA
2158.583630891417	39378116.846706726	3	energy	CountryA
3675.4468069818254	45202740.885003	11	energy	CountryB
2453.1325946298944	72787544.25119902	1645	energy	CountryB
7062.186337700743	74303801.97424176	4172	energy	CountryA
669.5059922838605	23328080.34282594	170	energy	CountryA
1861.5555196048601	48894416.539202854	880	energy	CountryA
4945.129506807223	35861874.99174224	1074	energy	CountryB
552.083887470937	17985594.83304649	198	energy	CountryB
778.9948939026556	31750938.629415892	78	energy	CountryB
4918.369554212943	24761522.86286308	3450	energy	CountryC
1432.6014219513038	46400546.08540869	936	energy	CountryC
5115.389386006491	76054345.01020008	3315	energy	CountryA
3698.259037767063	15354343.291022722	3294	energy	CountryA
3109.416353835507	54491953.091878414	612	energy	CountryB
5498.185568355919	44194506.289287105	533	energy	CountryB
1613.0731240667492	31241064.297234062	1033	energy	CountryB
449.8555989528104	21561178.7847624	63	energy	CountryB
8494.415156544983	72709904.33675964	3525	energy	CountryB
10632.213692783558	72327633.3063784	6540	energy	CountryC
8822.138268672621	71647577.93250072	3516	energy	CountryB
5088.350137621423	39171568.22711009	2241	energy	CountryB
2393.049673007192	47186035.71730131	1277	energy	CountryC
1163.6516978902418	19903127.97564794	578	energy	CountryB
5175.1562384969975	70412847.06743473	2233	energy	CountryB
5418.062025545822	77628376.84075683	2307	energy	CountryB
3774.8950276086384	84165958.6998724	1921	energy	CountryB
7115.811363146617	96434684.51617321	534	energy	CountryA
1228.886884410292	34556949.43435641	123	energy	CountryB
3415.4718771806474	24934636.901651245	4853	energy	CountryA
3454.853979944498	51763805.94522168	1275	energy	CountryB
5468.027651956181	24038364.033264197	1570	energy	CountryA
4810.567240458045	45019593.61089248	1997	energy	CountryB
1868.4619860139924	31276789.57126046	253	energy	CountryB
7087.54050419605	58338646.744174704	1798	energy	CountryA
3322.858490186786	12782873.146446344	470	energy	CountryB
3466.007939608803	59715310.66991863	1023	energy	CountryB
3073.1222597334404	51986772.55342075	754	energy	CountryB
2902.4088015547236	35589799.48600252	1381	energy	CountryB
6289.809327889181	57811097.98175669	864	energy	CountryA
947.5223019834677	29337719.53842631	487	energy	CountryB
3642.645274601476	44945258.37248696	1674	energy	CountryA
1911.610878777939	48542115.50304125	564	energy	CountryB
4176.596431965134	56874641.884682365	1212	energy	CountryB
1915.4343309391393	43460557.218560405	561	energy	CountryC
4377.45571889312	80184051.27821726	572	energy	CountryB
3442.5858135913404	22064194.80362025	1154	energy	CountryA
85.33319628793151	20049063.372373756	78	energy	CountryB
1409.176206892074	19607643.10348978	743	energy	CountryB
633.5486371686266	7030650.480441277	165	energy	CountryA
2322.2878593441765	50844094.47184037	120	energy	CountryB
3947.798376562599	60659045.91014064	1269	energy	CountryC
2595.699974030636	51991426.160676286	109	energy	CountryA
694.2677812660841	23775054.9893704	25	energy	CountryB
6664.440370474744	95076082.5791965	2951	energy	CountryA
3635.804425388139	31660887.251686387	2838	energy	CountryB
2640.6810810844063	48649567.1431597	1888	energy	CountryB
5922.859388633668	77068591.10598812	2709	energy	CountryB
6121.811974069891	78833174.94479206	857	energy	CountryA
2934.3590266716456	61607633.84201329	372	energy	CountryA
1456.7425345429087	45826519.28704237	623	energy	CountryB
1398.7919837221837	16958024.824369676	531	energy	CountryB
1010.8207271449835	8042721.690411818	159	energy	CountryA
2996.0869004842352	39232206.8005583	1716	energy	CountryB
7815.213117100185	49844936.4882818	1794	energy	CountryA
2499.4253330140273	29649751.372541506	1041	energy	CountryC
4266.5271799042885	60086852.35437108	154	energy	CountryB
8384.055240709884	81109294.3359988	1781	energy	CountryC
1922.2896524367843	39190600.404821165	365	energy	CountryA
7346.870045005153	54079253.69774939	2283	energy	CountryC
4074.5502249918463	32371406.169529345	2072	energy	CountryB
2759.7914549930642	41580405.00018665	1214	energy	CountryA
3951.470881299141	18711966.929353233	1108	energy	CountryA
8281.504964880427	66615978.75397016	1293	energy	CountryC
2538.137936056516	38476290.023457676	410	energy	CountryC
5629.131877286899	93974986.71010876	2913	energy	CountryB
3532.957840249075	49573238.68885517	2052	energy	CountryA
2616.4191715969646	48473012.559140824	252	energy	CountryC
1911.0871175943112	33731193.420959264	683	energy	CountryA
2163.4022006172263	34218250.61080342	1157	energy	CountryB
8378.09965004519	47222230.28714007	791	energy	CountryA
5962.358843361201	64289808.77123524	2797	energy	CountryA
5075.097602157413	51027405.173190914	134	energy	CountryA
5926.754156891277	74651892.58772491	2705	energy	CountryA
6277.712962699095	60125437.23161645	538	energy	CountryB
283.34494773971755	17863521.03291514	73	energy	CountryC
3635.0632604669495	65424009.658806756	1131	energy	CountryC
3414.8149158511574	55555053.1086978	879	energy	CountryB
1328.9735949606784	31024220.414722636	73	energy	CountryB
222.86642268820833	16473901.930457633	151	energy	CountryA
3628.9662771022677	36344813.27013609	1575	energy	CountryC
2668.337924054362	36233920.994314335	527	energy	CountryC
5182.319094127709	43989322.162816554	2386	energy	CountryB
2537.325191926016	36172558.17610308	384	energy	CountryC
6914.919722340496	43302282.08271427	955	energy	CountryB
5648.826069358258	55857072.75873579	1159	energy	CountryA
2374.1276392574437	32808920.30999501	790	energy	CountryC
5446.074585009228	41294155.8996907	3666	energy	CountryB
1077.112849600812	34507453.032459624	262	energy	CountryC
6326.756383826159	38919639.48256628	1968	energy	CountryA
1913.2243323878888	52639994.249752715	919	energy	CountryA
3451.567744876989	51223143.16316671	2043	energy	CountryA
6924.475332103839	96099785.55065906	2204	energy	CountryB
5320.019975279436	51335676.654564545	3010	energy	CountryB
2880.513727133406	39591602.285082795	1420	energy	CountryB
3682.218614348548	64384500.81849928	3017	energy	CountryA
5151.0584672452305	56403839.518581495	523	energy	CountryC
3091.341103636546	56795649.91138975	1127	energy	CountryB
1180.8969367775073	25330413.61824446	534	energy	CountryC
9264.562471916668	47345877.21368796	5238	energy	CountryC
2874.473335620059	58671805.31706694	1502	energy	CountryA
4780.319393170959	64595227.64846085	292	energy	CountryB
5795.367203228792	38583267.7313503	5821	energy	CountryB
3460.5090531027454	57628433.675385244	1044	energy	CountryA
1371.21050657851	34752864.41972831	252	energy	CountryB
10199.507080656082	98736439.50348035	7743	energy	CountryA
2638.0495641807956	37846663.65853872	1544	energy	CountryA
3397.7242470402107	32060781.697880335	1222	energy	CountryA
188.50852031945396	6241645.99013333	159	energy	CountryB
5133.609792478859	36409386.67329051	2716	energy	CountryB
2210.6509178333445	40684828.49550556	149	energy	CountryA
6160.233056600458	51599921.09347764	1536	energy	CountryA
3192.83586603715	49523720.141104355	398	energy	CountryB
547.6773622572196	22336208.26924104	89	energy	CountryB
1253.670957103123	30863977.628959313	331	energy	CountryB
1206.9834672617326	30041408.992699582	91	energy	CountryB
6250.171474663662	50510655.73788321	4409	energy	CountryB
5614.330702867197	58458199.961262636	1527	energy	CountryB
7249.473035099734	37893207.29015797	2440	energy	CountryB
3507.5408203354764	17842104.03474217	1376	energy	CountryA
4163.644947268917	52460064.95413307	2438	energy	CountryB
1009.2551012990687	29060037.768290285	424	energy	CountryB
610.2584367459158	21824834.069116224	235	energy	CountryC
4672.453521226801	18973971.91612534	239	energy	CountryB
3192.1443940339195	72842866.481749475	2229	energy	CountryB
3754.7158749085793	37670961.26987202	330	energy	CountryC
2504.0072155898447	57267361.90024935	520	energy	CountryB
2614.770918403517	48132954.62205991	1136	energy	CountryB
1656.305702502358	26784021.30863455	404	energy	CountryB
806.3111432522808	42832010.34495356	1	energy	CountryB
7183.7968427746855	109763674.12785906	3428	energy	CountryA
3521.396558691352	42156675.89469217	544	energy	CountryB
3831.0863898736343	53881265.80167203	1541	energy	CountryC
4877.499512513652	48062197.05485231	1398	energy	CountryA
2367.7828694009395	29104343.318987425	873	energy	CountryA
2376.138034807863	47843162.36714871	944	energy	CountryC
4028.505696279083	59482436.49304316	1191	energy	CountryB
2631.913292283272	45309049.508825414	787	energy	CountryB
4480.942212205098	47521440.497770205	1086	energy	CountryA
675.8494020978058	31813279.53120686	224	energy	CountryB
3973.7249036779967	41567730.09362552	98	energy	CountryA
2084.2541371026587	36501286.11348268	635	energy	CountryC
212.67782351874803	25283801.12387523	97	energy	CountryB
293.6358219100157	22322145.95920143	157	energy	CountryB
5623.706704876767	72989192.00541508	872	energy	CountryB
3246.2899941809665	20858707.79156802	1909	energy	CountryB
3478.916830639023	60149544.32509104	1389	energy	CountryB
3111.9547933248664	71726527.21194884	1122	energy	CountryA
4267.978804593045	47471597.64623676	2056	energy	CountryB
3119.4170333979087	37938828.64820217	505	energy	CountryA
7166.948343278912	93147510.51397005	4110	energy	CountryB
1584.7556465804846	45809570.177769564	998	energy	CountryC
89.80167379305612	34427401.77182601	33	energy	CountryA
5901.014430406733	70586762.929355	1354	energy	CountryB
5437.693175175649	66780914.392952636	2367	energy	CountryA
2596.0221045524604	31299257.81993913	1087	energy	CountryA
3412.2617252906184	12866902.432408016	871	energy	CountryB
6084.684682213135	41908283.394541	1759	energy	CountryB
6134.66181608405	55249402.27386701	1780	energy	CountryB
3293.6381159820658	53986684.232675515	1168	energy	CountryB
6034.905104391408	103847954.32687256	2918	energy	CountryB
4164.911032779577	55632421.27905695	1904	energy	CountryC
358.43502238082556	33065141.245123707	56	energy	CountryB
302.70054244422545	20823463.70543915	89	energy	CountryB
1841.2068610906358	29210803.9053818	874	energy	CountryB
3667.8522427656453	24001922.110144738	368	energy	CountryB
3777.0837400700593	53490027.30610664	289	energy	CountryB
976.2455039633865	12351248.691536635	840	energy	CountryA
2736.1064075299646	32426081.29338684	174	energy	CountryA
1033.8974665491876	29307984.30877865	582	energy	CountryB
5492.348093982083	44716911.02356449	1656	energy	CountryA
4719.923529988462	37431414.11494266	1240	energy	CountryA
615.2428635395161	22369468.882132135	446	energy	CountryB
6600.9837587000475	51718756.230501145	665	energy	CountryB
1589.711736468052	43412761.05024911	726	energy	CountryA
1039.497890699333	24426790.91215483	319	energy	CountryB
4834.069357304921	57961504.02028456	1494	energy	CountryA
3095.5560061205115	58700427.68888091	950	energy	CountryA
4607.885272568456	79456764.23528445	2517	energy	CountryA
2733.058107367169	31277225.90291585	377	energy	CountryC
1296.105085489261	36061721.69249904	352	energy	CountryC
6164.32577828229	95722358.61773968	1227	energy	CountryB
2400.525530399487	26921033.287064858	1162	energy	CountryA
4285.4383852524115	40494900.070307136	860	energy	CountryB
1276.0665766592285	22237995.19432685	944	energy	CountryA
2646.7312182459377	35859178.08766493	815	energy	CountryB
5337.884097514494	53342164.31911355	1028	energy	CountryB
4314.551200047336	51748176.74955089	2784	energy	CountryA
3566.2694159488715	32995150.314913485	1348	energy	CountryB
6808.092261184438	67505595.3641352	2848	energy	CountryC
9951.529425791745	108323266.72359516	790	energy	CountryB
2078.5763650313406	51193218.6666559	951	energy	CountryB
608.3312898122356	42629131.286338724	91	energy	CountryC
3346.379832185785	44148660.81978238	781	energy	CountryA
4267.257715585631	45713015.98767665	3016	energy	CountryA
1285.4454946776632	25732962.456921738	79	energy	CountryA
5545.740199425187	42398463.0129038	1863	energy	CountryB
3222.9918730215377	46838355.531667575	1410	energy	CountryB
5148.215644189536	35671001.006825924	1070	energy	CountryA
4119.71989924781	53839984.50759724	1700	energy	CountryB
2870.2691436235054	37641878.818182915	739	energy	CountryB
508.60151809581885	27296745.52005137	116	energy	CountryC
4508.777051335163	31010872.795932278	2787	energy	CountryB
900.8172392876972	23238453.159113273	586	energy	CountryB
7792.871670181348	46432537.726077676	5159	energy	CountryB
7541.79645484475	48381880.84685658	4757	energy	CountryB
2033.9196465480065	40521718.39153968	722	energy	CountryA
4221.145369511432	53129032.74797428	3499	energy	CountryB
6366.1268719316995	98356152.38455197	2574	energy	CountryA
3978.5929720844397	66549886.61920749	1612	energy	CountryB
3255.751584647934	32357920.178646564	1007	energy	CountryB
5218.676932103559	51783338.38243671	2071	energy	CountryA
6559.907316760724	61961018.25169581	709	energy	CountryA
5297.29399142091	47354809.25645101	213	energy	CountryB
6246.902149735442	60956031.23453652	1245	energy	CountryB
8957.281783929862	53855376.21770396	2590	energy	CountryB
8089.418663951551	49195327.483148314	1314	energy	CountryA
8322.043645014106	102986547.5397093	5207	energy	CountryB
5496.759124148746	67409955.55929969	2401	energy	CountryB
8104.764732669976	74420757.33592698	2138	energy	CountryB
1498.5854221352079	43281746.327077314	206	energy	CountryC
7091.040335727279	79366436.28039879	3044	energy	CountryC
1384.5188792269096	40419316.64284549	132	energy	CountryA
1644.485431992207	62345707.405744456	637	energy	CountryB
2484.7710812745763	26985890.438558336	1149	energy	CountryB
8984.0563867251	70974671.70403928	2043	energy	CountryA
3093.3387599528714	56589487.76827904	798	energy	CountryA
5847.408833587308	54542021.81628232	412	energy	CountryA
2846.07237232671	61311964.868658856	2103	energy	CountryA
3265.7574929638145	34564338.43116521	635	energy	CountryB
4273.188685663421	39100742.34758324	2554	energy	CountryB
3840.13977681727	45830368.9820227	526	energy	CountryA
4727.588989786316	42495365.54111606	1502	energy	CountryA
3181.6888775767193	47553196.66504807	1116	energy	CountryB
8555.741740398636	108219987.51119295	3386	energy	CountryB
6210.342803362387	71340794.86030726	1650	energy	CountryA
1431.592215095217	38742753.268649764	616	energy	CountryB
2502.976360236854	45649756.10248372	1385	energy	CountryB
2577.430024807004	42649580.302020766	258	energy	CountryB
3718.182518596688	44419390.61555357	1537	energy	CountryA
5261.704203020441	65641481.14766495	486	energy	CountryC
9327.460184667765	95134106.79598662	1667	energy	CountryA
7398.6311266674775	27378371.87211737	2092	energy	CountryA
4379.301417239362	39785395.60222598	1079	energy	CountryC
370.86352539210475	27919646.531807657	91	energy	CountryC
3165.3239172036197	57228968.93590477	2014	energy	CountryB
2476.9626667750217	35357177.38222025	1554	energy	CountryA
6982.15243699792	49964485.61935357	3169	energy	CountryB
4948.930360410714	70269813.14047383	250	energy	CountryB
4811.638183450504	85140069.17066456	3413	energy	CountryC
7273.6849311603655	81636119.34582222	2510	energy	CountryB
3007.7317729536067	29003108.181120537	2535	energy	CountryA
2962.960197717375	41951875.503921226	623	energy	CountryC
8111.715536239471	35590982.009074405	490	energy	CountryA
2006.730987072328	34490264.73301444	634	energy	CountryB
1962.3994957556697	31928831.39522864	594	energy	CountryA
3845.3343678717765	19237033.798033454	803	energy	CountryB
305.46573131013656	27927243.96308157	261	energy	CountryB
1924.5472992856405	32668089.398622945	414	energy	CountryB
8354.141873707926	69555131.39051728	1304	energy	CountryA
3275.270390842349	25367854.975060727	518	energy	CountryA
179.1777593058041	38956814.54598194	117	energy	CountryC
1410.7517415687762	49317737.439013764	353	energy	CountryB
11696.805145041368	126027132.68819511	4711	energy	CountryB
3057.943376711813	57182413.95547756	1049	energy	CountryA
371.78663412352444	29895948.632889014	217	energy	CountryB
6127.483815265823	43161070.55224536	1635	energy	CountryA
4380.260860459744	51090447.48872475	530	energy	CountryA
1078.5434746711599	22775271.359827697	608	energy	CountryB
5609.078685249868	47036216.800007515	390	energy	CountryC
2590.0341830513485	70811684.06908342	418	energy	CountryC
5221.804050555782	69359808.7695207	3688	energy	CountryB
5182.746363118039	42347658.4475744	2843	energy	CountryB
7814.1656887615145	50307392.6269201	3180	energy	CountryB
6991.470264869096	44555999.33735308	3498	energy	CountryA
3001.7464037478558	39695343.43119702	478	energy	CountryC
3279.9453596035005	46045439.23130901	778	energy	CountryB
2408.8654189843305	23065630.97332508	963	energy	CountryA
1343.4667863917402	35888025.29880676	851	energy	CountryB
4070.7271109285657	38280096.44113301	898	energy	CountryB
552.7913433926315	32451164.144278333	67	energy	CountryB
2400.5840069358114	51390798.12049352	636	energy	CountryA
3418.6156471039317	44888005.19037171	1341	energy	CountryA
7978.403729673395	63861997.56995536	3706	energy	CountryC
3067.338280724297	28080876.796502694	362	energy	CountryB
736.1406421612273	24760032.059451	157	energy	CountryB
3447.9086080171005	74037662.33304933	1074	energy	CountryB
749.6870031831841	36883805.12105404	100	energy	CountryB
658.1200981274906	33098176.22286791	101	energy	CountryC
12063.301026185512	79354830.51826784	4086	energy	CountryA
4383.453602556016	41805994.01388826	1018	energy	CountryA
122.95890310158302	17182714.690205663	51	energy	CountryC
3557.9220055291435	37608567.86251745	1151	energy	CountryB
6671.877396145961	68310620.23933718	2603	energy	CountryB
6095.296970101474	61454467.30636843	2413	energy	CountryA
10269.791912767028	80684526.46089736	3064	energy	CountryB
6780.011958942779	86376306.87582795	2686	energy	CountryC
2174.3305623674537	36825752.22642968	1285	energy	CountryB
5390.855961895466	54664197.01031356	618	energy	CountryB
2735.6318163923706	12542837.175933663	873	energy	CountryA
4137.769814214105	20174636.600158945	1892	energy	CountryA
1434.280943743383	20076112.172389902	203	energy	CountryA
5574.920581832794	51001492.50920665	486	energy	CountryB
6586.580594620563	66663846.35828014	2683	energy	CountryA
1562.8343646410076	35435046.99815807	806	energy	CountryB
236.73842540420765	24414774.311044358	81	energy	CountryC
1039.3463687853841	26768124.483935446	376	energy	CountryA
5857.976909357022	58161130.08690634	1488	energy	CountryA
2612.4973135680048	44525183.55969705	1242	energy	CountryA
5037.775134829304	61406741.83721708	1410	energy	CountryA
5374.297333619121	60871104.64884298	1897	energy	CountryA
756.9298632957716	33176713.559143268	350	energy	CountryB
5710.558560316134	74114046.27961011	1713	energy	CountryB
3095.4843111377695	39343830.86407369	2238	energy	CountryC
490.57275005340625	35246010.65753253	445	energy	CountryC
2810.2457562815152	43926572.68088834	570	energy	CountryC
269.9388571338377	35650481.45462979	131	energy	CountryB
846.4761992179733	3007653.170245614	374	energy	CountryB
2274.4643351275945	34764040.05625826	413	energy	CountryA
1151.2889915879052	35450375.48160718	992	energy	CountryC
3278.3475142244947	13607112.500948345	871	energy	CountryA
5705.1175640590545	22893381.489936605	1834	energy	CountryB
5742.059006636913	117273327.15426426	1179	energy	CountryB
2019.7151027038888	34062774.93171262	663	energy	CountryA
4992.187498836416	75606025.62204058	109	energy	CountryB
845.4803846111181	33621920.46052749	511	energy	CountryB
2620.1568433317525	75923478.30192347	1042	energy	CountryA
4901.015443215506	46476215.65541148	1877	energy	CountryA
5734.866039517995	60847630.06234075	1101	energy	CountryB
3977.4062883833194	54944199.62337686	758	energy	CountryC
3456.8486698792576	28289550.422068536	842	energy	CountryA
5562.889195284107	19626188.677150823	1980	energy	CountryB
2940.7660138789297	38875962.60510875	590	energy	CountryA
1446.8995862246359	32987700.56443972	566	energy	CountryB
8089.178264429485	25122037.842384633	1496	energy	CountryA
400.85206080744274	23092379.793424204	107	energy	CountryA
3156.5176186891263	27338327.125694606	977	energy	CountryB
4519.185860640699	57626045.50528171	1642	energy	CountryB
2794.5625817034806	46678366.65373947	2141	energy	CountryB
2354.2750003302435	38132096.43154981	267	energy	CountryB
5543.518352992288	43344673.11402917	1964	energy	CountryC
716.8251490330083	43101967.33331481	571	energy	CountryC
3331.3158954355104	43690850.09151248	894	energy	CountryB
597.3633021944495	55583440.777010754	182	energy	CountryC
2996.961084844567	45370542.78505871	202	energy	CountryA
5615.760933644532	69854979.0052627	3001	energy	CountryA
1076.0785469428195	44461178.93263363	318	energy	CountryA
1051.117923836574	27268910.87946125	944	energy	CountryC
1323.224251327742	8017111.002783405	272	energy	CountryB
3838.9124649074997	60798542.352396	442	energy	CountryB
5435.285056373786	27044428.63625806	1578	energy	CountryC
163.9227128444718	15175825.781383289	50	energy	CountryB
3079.7737967819517	20083398.79811482	973	energy	CountryB
1694.9093015540511	30793195.774352804	158	energy	CountryC
2787.9439066094187	40016061.58331669	844	energy	CountryA
3245.2817227982196	39532412.075205795	1167	energy	CountryB
6792.946821751797	75739760.82356167	4150	energy	CountryA
6158.741507955782	45961642.33101746	2740	energy	CountryB
6001.826009234417	69769200.76025358	2945	energy	CountryB
1253.0916831422203	34803434.779934324	84	energy	CountryC
5163.322677131026	32164577.38855686	810	energy	CountryB
4852.152826873502	58085679.97866683	755	energy	CountryC
808.434368458793	26101559.992137447	51	energy	CountryA
7570.259097679822	95717929.01935661	1960	energy	CountryB
3829.3200376959294	47149074.021431044	934	energy	CountryC
1941.162987737177	49296403.30083496	174	energy	CountryC
4032.028725909729	51209988.22920925	2245	energy	CountryA
1081.2280415113426	27869470.98386778	154	energy	CountryB
1286.7859639989747	56004207.12428435	1164	energy	CountryB
833.6790326571688	39182721.45267632	74	energy	CountryB
2393.4620418657096	62430343.79472731	524	energy	CountryB
4820.339720602218	41003618.07876539	3033	energy	CountryA
746.9128394888542	39266799.058379546	430	energy	CountryC
1510.8445901040004	33838744.239763066	387	energy	CountryC
2150.184566963215	36437557.10639694	746	energy	CountryB
2646.6060763636133	34702768.03248841	552	energy	CountryA
7260.885052728214	34637768.7755696	1291	energy	CountryA
6013.5453260675495	67619132.55010974	300	energy	CountryA
7350.449379041998	53056291.90189364	5048	energy	CountryB
2314.832067821811	16735383.486915583	586	energy	CountryB
889.9738397298536	57633668.115619235	137	energy	CountryB
3685.4443496449267	22043226.928937875	2775	energy	CountryC
8148.1013754221995	60966567.81080468	2859	energy	CountryB
4952.442705156836	60368935.629346736	1868	energy	CountryA
1527.800568800787	31715307.406676233	445	energy	CountryB
3357.951140290972	42692090.40838568	966	energy	CountryB
3804.7033485325637	47353961.59536811	831	energy	CountryB
3933.1899472231553	29269173.080338053	2386	energy	CountryC
2614.066112637752	36002310.7065412	1442	energy	CountryA
6241.73249041592	46363628.17965788	4451	energy	CountryA
600.0258346960488	15676761.61109155	359	energy	CountryA
3694.409042409119	29008078.04867282	2256	energy	CountryA
2420.455785963937	33985242.877634495	106	energy	CountryA
3663.415053098628	40155693.24625147	945	energy	CountryA
1880.6310236568688	32826938.274415344	877	energy	CountryB
1904.1212807631603	45521690.0277118	11	energy	CountryB
567.2003885130393	20622927.67530237	53	energy	CountryA
3815.974389838333	60843462.557569556	2033	energy	CountryA
938.6629648849878	27074664.642410196	192	energy	CountryB
8045.998625310912	91736500.27184463	2946	energy	CountryB
745.6889550462276	24453465.987491723	269	energy	CountryA
389.87424423847915	35158758.35047704	258	energy	CountryA
4852.944981068906	86365839.06737809	3671	energy	CountryA
4288.905388190333	86695733.52894843	4004	energy	CountryC
4413.783013258151	74725718.29782078	1623	energy	CountryA
